X1,X2,X3,X4,X5,X6,X7,X8,X9,Y1
26.7,77.8,4.8,10.4,20.8,6.4,1.05,15.3,294,0
34.7,87.7,44.8,46.0,35.8,11.9,2.11,4.5,473,2
34.8,70.4,28.9,46.6,35.7,14.4,1.61,4.1,805,2
31.8,67.6,9.8,15.1,29.2,2.1,1.64,6.7,454,1
49.2,81.8,89.9,113.7,48.6,21.6,1.97,2.7,654,3
46.4,79.4,116.9,130.4,39.5,25.1,3.14,2.8,577,3
23.6,72.6,1.1,4.7,14.0,4.0,1.12,13.0,300,0
29.1,58.0,8.9,13.8,14.6,5.1,0.97,11.3,582,0
34.7,61.7,30.8,38.5,44.7,26.7,2.31,6.4,436,2
21.4,65.3,9.9,12.7,25.5,2.5,1.01,11.7,295,0
29.2,54.0,4.7,17.1,37.9,18.2,1.75,7.4,543,1
29.9,69.7,4.0,13.5,25.5,10.5,1.52,11.8,668,1
25.1,43.3,23.0,28.6,24.2,3.9,1.01,16.0,392,0
23.2,44.4,4.2,10.9,15.6,8.9,0.86,10.2,289,0
23.3,71.1,23.0,39.0,29.5,11.6,1.21,15.6,404,1
30.1,88.2,66.2,70.9,25.0,14.4,1.37,6.4,512,1
35.0,92.4,7.4,29.0,25.0,17.9,2.16,6.8,718,2
31.3,75.9,2.7,9.3,29.5,10.7,1.17,5.1,697,1
31.5,67.6,33.4,46.2,22.8,0.7,2.07,5.4,446,1
35.7,99.9,20.2,33.8,37.7,18.5,2.08,7.1,599,2
37.3,68.2,4.3,20.8,40.3,20.0,2.01,5.4,681,2
21.9,68.0,32.0,37.2,25.5,1.8,1.14,12.3,211,0
24.9,47.4,26.1,32.3,11.3,9.8,0.89,17.5,266,0
33.2,59.6,11.5,15.6,23.6,6.4,1.25,5.6,463,1
25.1,81.3,11.9,21.9,33.8,8.1,1.48,13.9,625,1
27.6,62.5,8.7,16.0,18.4,3.7,1.02,10.4,235,0
26.8,50.9,17.8,25.3,21.3,3.2,0.98,11.5,346,0
37.5,95.7,6.1,28.0,32.9,20.7,1.73,8.9,802,2
26.7,77.3,27.1,33.3,24.1,2.5,1.12,10.3,501,0
23.9,79.8,35.5,48.2,25.8,11.1,1.77,8.8,441,1
29.8,112.5,40.7,55.3,37.6,25.4,3.17,5.4,662,3
26.2,85.9,48.1,60.2,19.8,9.0,1.56,7.1,286,1
26.9,74.7,2.7,10.7,25.6,4.3,0.99,10.2,271,0
37.4,77.5,14.6,21.9,28.2,6.5,1.09,5.8,642,1
26.7,61.6,12.9,21.1,20.3,7.5,0.99,10.7,577,0
36.6,113.1,143.0,167.3,41.8,11.7,2.43,2.7,644,3
37.1,105.0,124.5,136.4,41.9,26.0,2.6,2.6,849,3
19.6,74.7,1.0,4.6,22.9,4.1,0.94,10.4,388,0
27.0,66.2,6.3,9.7,13.4,4.6,1.0,13.3,299,0
33.8,68.4,24.4,30.4,25.6,7.7,1.26,5.4,599,1
24.7,55.9,18.5,23.2,18.6,2.7,0.94,10.5,365,0
21.7,76.4,20.8,25.5,20.9,2.8,0.95,10.1,506,0
24.6,77.2,6.5,11.2,24.4,5.4,0.65,11.4,573,0
26.5,45.3,9.4,15.0,13.1,0.4,0.99,11.0,224,0
22.1,53.8,6.9,19.6,18.8,5.7,1.65,9.6,457,1
39.5,109.6,84.7,99.4,30.1,18.9,3.48,3.2,792,3
28.4,65.8,10.9,22.2,27.5,11.9,1.7,6.1,524,1
32.6,78.3,4.6,24.6,25.8,21.2,1.97,5.9,540,2
31.9,65.2,15.9,19.4,30.3,28.2,1.82,8.2,771,2
25.4,75.3,0.7,2.9,23.3,7.3,0.85,17.0,325,0
43.2,85.0,152.7,178.1,38.6,28.2,2.7,2.8,627,3
23.3,70.8,23.7,36.1,23.5,8.4,1.43,7.6,450,1
26.1,78.1,6.2,11.5,13.0,5.3,0.88,15.8,585,0
32.2,81.3,3.9,15.4,46.5,20.9,2.03,3.1,705,3
32.0,62.5,0.1,5.1,20.2,4.6,0.89,10.2,201,0
31.2,77.6,12.1,15.2,26.6,4.5,0.91,10.3,410,0
22.6,72.0,40.4,46.2,14.6,4.5,1.04,14.8,270,0
17.5,45.0,21.2,25.9,14.3,5.3,0.78,12.1,492,0
47.1,104.3,0.7,3.4,34.4,5.9,2.34,3.3,844,3
23.7,73.0,16.4,21.4,21.7,9.5,1.66,6.0,386,1
23.5,60.8,10.3,14.3,12.8,1.7,0.98,10.6,208,0
39.7,85.9,67.6,88.8,21.3,22.3,1.9,4.5,616,2
47.3,64.8,2.5,21.8,41.0,17.3,1.95,2.6,779,3
34.0,83.2,19.3,39.1,45.1,21.0,2.28,9.9,496,2
22.9,63.8,2.9,9.4,16.7,0.4,0.98,10.7,593,0
38.4,66.6,15.2,36.5,39.2,14.5,1.86,4.2,497,2
28.8,64.9,16.7,27.9,11.7,5.6,0.85,10.9,562,0
35.0,76.4,20.3,28.2,19.9,11.2,1.68,6.6,430,1
31.4,73.5,3.8,11.4,30.4,2.5,1.69,8.8,618,1
17.4,43.7,10.8,17.5,25.0,1.5,0.83,10.2,515,0
25.5,60.7,9.2,17.3,22.8,6.3,1.05,10.2,421,0
25.5,59.6,5.6,12.0,11.6,7.6,1.01,12.4,582,0
39.8,84.9,33.8,51.8,29.2,15.9,1.92,7.6,559,2
35.0,71.5,10.2,18.8,28.7,11.4,1.46,5.4,443,1
27.7,72.3,40.7,52.1,16.5,6.3,0.98,10.1,338,0
23.2,74.7,2.6,14.7,21.1,1.6,1.3,5.5,449,1
22.1,49.1,11.2,13.8,25.3,6.8,0.72,12.5,448,0
19.6,59.7,10.2,18.3,23.2,0.9,1.03,10.7,238,0
29.7,63.0,25.6,27.1,16.0,5.1,1.06,11.6,471,0
26.3,79.9,3.0,8.1,14.6,9.1,1.02,11.4,347,0
27.1,56.4,52.6,60.5,26.8,7.7,1.33,11.9,428,1
34.0,86.5,48.7,58.1,59.3,9.6,3.37,4.3,909,3
29.0,88.6,13.2,33.7,36.1,13.1,2.32,4.4,706,2
28.2,87.5,2.8,10.6,27.0,8.3,1.77,5.0,538,1
41.0,60.0,46.3,58.9,38.9,19.7,1.45,7.2,418,2
34.3,48.9,18.1,27.7,29.2,5.4,1.65,5.6,304,1
32.3,87.5,1.1,5.4,23.1,8.7,1.52,8.3,343,1
27.3,79.7,3.5,7.7,27.5,5.4,1.05,11.3,285,0
22.9,62.2,18.8,26.5,29.4,4.7,1.23,8.0,536,1
22.3,68.9,9.3,14.7,17.2,3.5,0.97,10.8,373,0
21.1,60.1,1.8,11.2,22.0,2.3,1.04,15.1,478,0
32.2,77.3,6.3,18.6,17.3,13.3,1.6,8.4,454,1
24.5,59.8,5.2,11.3,25.9,7.5,1.15,17.2,205,0
25.8,77.8,3.3,9.3,19.5,6.3,1.27,13.3,343,0
21.3,70.4,11.7,16.8,25.4,0.4,0.84,10.9,486,0
30.8,69.0,8.1,21.3,17.8,8.0,1.37,5.6,635,1
20.4,59.3,0.4,4.2,23.4,4.3,1.0,11.3,219,0
29.9,78.1,57.8,60.5,26.5,11.6,1.19,8.9,578,1
19.5,48.2,1.0,7.4,18.7,6.8,0.92,10.7,305,0
29.5,41.5,4.7,8.7,21.5,1.8,1.09,10.3,210,0
25.2,43.9,0.4,4.9,12.3,4.8,1.08,12.7,471,0
39.1,91.6,139.5,154.6,49.8,17.7,3.32,5.9,566,3
24.9,70.5,0.2,5.9,12.5,6.9,1.07,11.9,240,0
28.9,65.5,1.2,4.7,24.0,3.7,1.02,10.6,534,0
21.9,71.2,5.1,10.4,17.1,3.8,0.95,10.4,208,0
22.6,47.3,1.8,9.0,22.5,5.0,1.17,11.2,433,0
35.2,51.3,0.5,16.0,36.2,11.6,1.59,5.3,694,1
35.9,70.8,30.1,48.9,35.1,10.2,1.86,4.0,671,2
24.2,62.7,4.5,8.5,22.3,0.3,0.99,10.3,555,0
31.5,80.0,86.1,89.9,22.7,10.5,1.41,6.1,647,1
35.0,57.4,0.7,5.1,25.3,16.0,1.42,5.3,441,1
18.8,57.1,37.2,46.4,37.4,24.5,2.01,5.3,528,1
24.0,42.5,9.9,14.9,25.9,3.9,0.91,10.6,310,0
43.5,89.6,20.9,46.8,41.5,14.2,2.31,5.0,594,3
21.7,75.0,10.3,15.5,13.4,4.5,1.15,13.3,285,0
17.6,77.1,20.0,24.3,22.6,5.2,0.99,12.2,487,0
30.9,49.5,0.3,5.5,20.1,3.5,0.93,11.0,237,0
33.9,59.2,61.7,81.9,41.5,21.6,1.72,7.1,503,2
25.1,56.1,4.2,10.2,21.7,8.7,0.98,14.3,266,0
23.5,54.8,2.3,9.1,15.4,5.7,1.06,11.8,325,0
30.0,61.7,0.1,15.6,19.2,8.0,1.83,5.3,529,1
32.0,48.9,14.9,36.0,29.4,27.4,2.41,3.9,697,2
33.8,68.0,41.8,47.8,34.5,9.3,1.37,5.9,652,1
31.0,46.3,12.4,31.1,30.1,19.2,1.31,8.0,484,1
33.4,76.3,3.2,7.9,23.7,3.8,1.89,8.2,388,1
32.9,102.4,26.6,41.3,26.6,15.7,1.86,5.4,394,2
31.0,53.4,5.7,13.7,36.4,9.1,1.51,8.4,671,1
35.4,85.1,18.4,25.0,25.3,6.5,1.56,5.3,425,1
26.9,72.5,17.1,37.3,26.9,5.2,1.52,5.4,479,2
23.0,43.6,1.7,7.5,24.5,5.9,0.88,10.5,317,0
40.5,87.4,11.0,17.9,19.4,15.2,1.44,9.4,476,1
26.8,47.4,8.7,14.2,14.3,3.6,1.08,10.9,344,0
39.3,104.7,1.1,14.1,38.6,15.6,2.74,4.2,634,3
34.2,89.5,95.6,110.4,34.9,10.0,1.98,5.4,566,2
40.8,80.0,27.9,44.3,52.3,19.3,2.06,3.8,530,3
33.8,92.2,18.0,41.1,25.2,15.7,2.11,3.7,407,2
29.9,72.8,59.1,70.0,24.4,26.2,1.97,6.7,465,2
29.4,64.6,13.7,29.0,27.6,13.0,1.83,5.0,722,2
21.7,42.4,13.3,17.0,17.8,7.4,1.09,11.0,239,0
24.4,54.0,2.2,5.3,27.9,5.3,1.05,10.6,431,0
27.6,84.1,0.8,12.4,26.5,13.1,1.55,7.4,668,1
30.4,67.5,16.5,21.0,43.4,15.4,1.97,9.6,502,2
27.7,62.9,17.5,24.0,22.5,18.1,1.56,6.0,495,1
23.3,48.1,32.0,35.7,23.1,1.1,0.93,10.6,321,0
21.1,54.2,49.3,59.1,30.7,9.9,1.5,6.9,660,1
25.4,44.4,0.4,7.0,22.9,3.7,1.16,10.3,451,0
29.5,54.8,6.7,15.1,14.0,6.6,0.78,11.9,315,0
45.0,82.6,17.4,27.2,46.3,10.1,2.82,3.7,592,3
26.2,51.9,9.4,13.7,22.5,4.9,1.01,10.1,449,0
29.4,44.4,11.1,18.8,19.1,6.2,0.99,13.4,304,0
31.9,91.7,5.0,6.8,24.8,16.8,2.05,3.5,828,2
36.9,84.6,8.0,23.5,36.2,20.6,2.29,5.9,745,2
32.2,62.2,20.2,34.3,33.7,26.4,2.12,8.3,512,3
24.1,77.2,0.1,9.6,20.9,2.2,0.86,10.7,539,0
22.3,40.5,2.6,7.1,23.8,4.4,0.85,13.1,549,0
31.2,60.4,2.5,5.5,22.1,15.1,2.06,3.6,732,2
28.3,82.6,18.2,25.7,29.0,6.7,1.49,6.1,563,1
35.8,87.2,5.2,15.7,45.1,23.3,1.63,4.7,809,2
25.7,65.8,8.5,15.1,18.6,5.0,0.93,10.1,393,0
28.5,81.6,25.1,33.5,18.5,4.2,1.02,15.3,448,0
30.2,75.6,15.3,18.2,20.7,4.6,0.95,12.3,445,0
24.5,41.7,24.9,29.5,20.3,5.6,0.99,12.4,285,0
22.5,54.1,18.2,23.6,20.1,3.3,1.13,12.5,567,0
25.9,41.0,1.8,0.1,20.4,3.5,1.13,15.2,293,0
31.6,71.5,11.0,24.3,24.5,17.1,1.57,8.0,560,1
22.9,48.7,11.4,16.3,21.3,8.7,1.0,14.5,516,0
18.0,68.7,6.0,9.3,21.2,6.5,1.15,15.9,266,0
23.5,70.8,4.6,13.3,35.7,4.8,1.45,12.5,345,1
22.4,62.0,6.5,11.1,24.2,3.4,1.02,10.1,265,0
34.0,91.8,12.8,42.5,38.3,4.8,1.76,4.2,633,3
35.9,78.3,2.7,4.1,19.1,10.8,1.41,5.2,620,1
29.8,49.0,3.1,6.4,22.1,1.8,0.97,11.6,277,0
25.8,62.0,6.4,8.2,24.8,6.1,0.98,12.1,379,0
28.7,89.4,3.3,10.7,24.1,-0.1,1.89,12.3,590,1
39.0,96.8,50.1,61.3,48.3,29.6,2.64,3.4,755,3
35.1,64.8,106.3,125.3,28.2,15.6,2.24,7.2,762,2
37.8,84.0,14.8,21.3,27.1,19.9,1.8,4.0,688,2
23.0,86.2,9.1,25.3,34.8,12.5,1.99,3.9,559,2
29.2,46.6,1.8,6.6,17.8,7.0,1.04,10.4,579,0
25.0,80.5,3.1,7.8,15.7,3.0,1.05,11.3,489,0
25.6,71.2,9.4,12.1,20.3,3.5,0.88,12.9,516,0
23.5,62.3,0.8,10.5,32.4,14.9,1.03,8.1,614,1
34.3,78.8,2.4,14.6,34.4,9.2,1.79,4.3,681,2
21.3,71.3,29.9,35.2,21.9,3.1,1.0,10.8,372,0
35.4,108.9,49.7,71.8,48.3,18.6,2.53,4.8,712,3
28.2,74.4,3.0,9.7,15.6,3.1,1.01,13.2,419,0
44.3,87.7,14.0,22.3,37.2,18.2,2.75,4.4,471,3
38.3,78.7,4.5,16.8,35.0,12.9,1.93,7.4,451,2
40.9,85.1,12.6,47.9,32.6,26.5,2.03,3.9,783,3
29.8,92.2,15.1,29.7,25.5,5.8,1.75,5.8,657,1
32.4,82.2,11.2,16.0,26.0,4.5,1.45,6.8,601,1
21.4,57.5,12.9,18.0,20.6,5.7,1.23,18.1,233,0
33.8,68.6,29.9,42.3,20.9,22.2,2.31,3.8,430,2
32.7,86.0,7.5,17.3,31.0,15.3,1.3,5.8,683,1
26.3,44.2,16.7,20.4,12.5,4.3,0.95,11.7,397,0
33.8,62.6,10.1,20.0,26.6,11.2,1.78,6.0,322,1
23.6,79.9,5.3,12.4,16.3,5.0,0.99,18.6,528,0
29.6,54.4,9.0,12.0,14.3,5.1,1.08,11.1,438,0
30.4,98.7,21.6,29.6,35.1,12.7,2.13,4.0,625,2
27.2,57.8,3.8,10.9,22.7,6.1,0.9,10.6,481,0
24.2,51.3,25.2,30.8,24.6,7.0,0.97,12.0,506,0
20.0,55.0,9.7,17.2,14.7,7.1,1.0,12.8,283,0
20.1,47.4,1.8,4.3,24.1,5.8,0.89,11.4,551,0
29.4,92.3,10.7,18.0,21.7,16.7,1.88,6.2,628,1
31.2,83.8,43.8,61.7,20.5,9.2,1.65,7.1,621,1
40.3,81.9,2.0,17.8,37.5,17.1,2.05,4.3,444,2
27.8,90.3,11.9,20.6,33.1,10.7,1.37,6.3,533,1
22.1,75.2,3.2,8.8,14.8,3.6,1.03,15.2,424,0
29.9,43.6,0.2,5.2,15.8,3.0,1.04,10.0,516,0
32.8,56.3,11.8,15.8,13.7,4.7,0.97,11.8,286,0
28.3,87.1,37.0,48.5,22.9,10.0,1.48,5.4,550,1
24.1,70.9,10.6,17.7,23.4,4.1,1.47,6.3,475,1
25.2,64.0,2.4,6.9,16.6,2.8,1.07,10.3,508,0
24.7,70.4,8.1,12.2,17.3,4.2,1.04,11.0,243,0
25.8,67.1,60.9,74.3,34.3,4.2,1.81,5.3,508,1
24.4,66.9,3.1,11.3,22.3,0.0,1.14,10.6,230,0
44.1,72.6,66.5,86.1,33.2,-0.2,2.49,2.7,565,3
33.6,68.8,19.1,42.3,55.8,9.4,2.42,4.4,663,3
31.8,68.2,10.7,21.0,25.4,12.2,1.34,3.4,637,2
33.8,72.7,60.4,71.8,30.7,19.5,1.52,7.9,610,2
40.4,107.6,31.2,56.4,41.8,19.9,2.14,7.4,767,3
28.1,74.6,0.3,4.9,15.0,1.7,1.04,10.3,256,0
25.0,58.6,8.4,12.3,15.1,5.1,0.89,16.6,255,0
33.6,51.9,55.3,62.7,36.2,1.0,2.41,5.6,403,2
22.3,69.8,16.5,19.8,23.6,5.7,0.98,12.7,310,0
29.2,93.5,20.8,29.8,30.9,7.3,1.65,3.6,713,2
36.5,86.5,19.9,32.8,33.3,12.4,2.14,4.0,623,2
34.8,72.7,12.7,20.2,23.4,16.3,1.68,8.2,679,1
38.6,76.2,26.0,48.7,32.8,3.5,2.12,3.7,612,2
30.9,70.6,23.5,40.2,24.4,12.7,1.34,10.7,393,1
34.0,68.2,5.4,10.2,47.2,12.8,2.16,3.9,725,2
16.6,38.7,4.1,8.5,19.8,5.4,0.95,15.6,264,0
13.4,65.8,4.0,7.0,25.1,0.9,0.74,11.6,322,0
24.6,53.5,0.1,4.1,15.0,6.2,1.09,11.8,380,0
26.7,64.4,7.6,14.9,24.0,3.7,1.07,15.0,544,0
27.6,54.2,9.4,14.9,25.7,2.8,1.05,12.4,525,0
26.3,62.2,26.1,32.7,19.9,8.3,1.09,10.3,259,0
25.7,64.4,13.8,25.0,21.4,14.9,1.54,6.6,324,1
29.6,53.0,14.8,20.6,22.5,5.5,0.99,11.1,509,0
28.2,80.5,19.1,31.5,25.0,11.1,1.11,5.2,373,1
21.7,69.0,7.3,12.7,21.1,6.2,0.94,10.4,593,0
30.8,47.1,15.6,20.0,16.0,4.6,1.02,12.2,329,0
31.6,67.0,10.3,22.0,31.4,1.7,1.3,5.4,513,1
42.3,70.8,18.7,35.2,28.1,20.8,2.21,3.9,651,2
24.3,50.6,9.1,13.1,13.6,6.9,0.99,11.5,245,0
23.0,59.3,10.6,18.8,26.1,15.3,1.42,10.6,337,1
30.9,46.6,4.1,13.6,14.3,1.8,0.98,10.4,218,0
21.2,69.6,10.3,16.7,13.9,10.3,1.01,12.9,509,0
29.1,79.4,41.6,56.1,31.5,16.8,2.49,6.2,542,2
35.8,71.8,42.3,53.4,29.8,13.3,2.32,4.0,485,2
27.3,70.7,0.1,6.3,15.3,6.5,1.11,10.9,454,0
23.6,70.0,15.2,17.8,22.2,5.5,1.11,11.5,482,0
24.5,62.2,7.7,12.4,25.2,7.3,1.65,8.8,393,1
21.6,56.3,29.5,35.8,26.1,2.2,0.98,11.1,298,0
24.6,54.3,23.1,28.1,29.8,14.9,1.32,6.9,638,1
40.6,81.7,52.6,76.5,39.3,14.8,1.74,6.0,755,2
20.6,80.6,0.3,5.1,22.0,4.6,1.49,7.6,647,1
38.5,65.0,82.1,96.8,35.9,25.9,1.85,4.0,611,2
27.1,61.5,24.0,29.4,45.5,14.3,2.19,4.3,806,2
26.6,92.9,31.8,51.9,35.0,10.2,1.42,6.1,526,1
30.8,63.9,34.4,43.3,14.0,13.9,1.52,5.1,350,1
40.0,52.7,1.0,12.1,34.3,5.3,1.25,6.2,355,1
36.0,70.0,2.1,14.1,37.2,21.4,2.18,5.4,495,2
22.3,51.0,30.9,40.0,17.5,4.5,1.78,6.2,294,1
43.6,93.5,7.9,31.4,25.3,9.9,2.09,3.6,522,2
22.8,61.5,5.1,14.2,22.1,2.5,0.98,10.7,489,0
37.8,77.0,7.7,30.7,56.4,16.6,3.09,2.6,674,3
30.6,78.3,10.9,27.7,26.3,14.1,2.62,3.5,651,2
32.4,74.5,16.6,35.0,43.8,11.3,2.2,4.6,374,2
28.6,73.0,1.2,2.9,15.3,5.3,0.9,12.7,522,0
44.1,109.2,31.8,44.9,51.1,12.3,2.27,5.7,640,3
32.1,66.3,19.9,28.8,33.3,20.6,1.68,6.5,474,2
30.4,80.0,16.0,29.5,32.8,2.5,1.66,5.2,459,1
27.1,75.8,61.2,83.7,31.3,19.7,1.79,5.3,592,2
30.3,67.3,31.6,33.1,23.5,13.2,1.23,5.3,670,1
31.1,69.9,22.4,25.7,25.7,7.1,1.04,13.7,417,0
29.5,76.7,71.4,79.9,31.9,12.4,1.27,7.0,550,1
21.4,52.4,0.5,7.4,21.1,5.9,0.94,11.4,200,0
42.0,86.2,2.0,8.8,33.7,22.3,1.7,7.4,538,2
30.0,85.1,70.6,91.5,30.7,7.1,1.52,5.3,373,1
31.2,49.7,20.5,30.6,25.2,15.7,1.59,9.0,347,1
27.4,36.0,8.8,16.7,22.2,2.5,1.04,11.1,407,0
26.6,56.6,6.9,16.4,25.5,6.4,1.09,5.7,327,1
37.2,73.0,36.6,64.7,48.2,20.6,1.94,4.0,514,3
42.2,79.3,44.7,65.4,29.9,21.2,2.26,2.9,523,3
44.3,61.7,55.0,66.4,32.7,13.1,1.82,4.1,614,2
27.1,58.3,4.7,17.0,29.4,7.5,1.07,5.0,349,1
29.5,61.5,7.9,11.0,20.5,7.6,0.87,12.2,378,0
34.7,75.8,2.7,6.4,33.2,6.3,1.5,7.8,335,1
38.3,107.8,39.3,60.8,32.3,29.0,2.61,6.8,462,3
22.2,69.8,15.2,21.7,17.5,6.5,1.03,11.2,294,0
39.1,82.9,56.7,69.3,39.7,8.2,2.0,3.6,543,2
28.7,80.2,15.8,23.3,17.5,7.8,0.87,10.2,512,0
23.5,44.5,3.6,8.1,23.2,1.6,1.02,10.3,221,0
27.8,85.9,24.2,35.3,28.1,8.0,1.31,8.5,497,1
35.3,65.1,109.6,122.9,40.9,8.3,2.64,10.5,777,2
56.0,68.8,15.8,29.9,48.9,17.4,3.11,3.3,535,3
25.6,60.3,21.4,34.0,30.4,3.7,1.37,7.8,315,1
33.0,90.1,35.3,49.5,31.2,7.4,1.6,6.2,358,1
20.6,69.0,23.2,27.0,13.6,2.4,0.92,13.1,444,0
30.3,76.3,9.2,20.7,38.4,17.2,1.61,3.6,726,2
28.2,73.2,27.8,39.6,23.7,1.3,1.46,5.7,563,1
34.9,51.8,31.4,40.1,19.6,12.0,1.46,6.0,634,1
31.0,93.2,28.7,48.3,44.2,11.3,2.29,10.1,592,2
34.1,73.4,5.5,12.2,20.9,4.6,1.0,10.1,188,0
51.3,89.9,13.7,28.8,64.9,20.6,2.18,2.6,807,3
52.7,61.7,3.1,17.3,53.0,14.2,2.29,5.1,731,3
55.7,75.9,76.4,82.2,40.8,24.5,1.98,15.9,650,3
25.4,43.2,48.2,55.1,21.1,1.1,0.95,11.0,537,0
24.7,57.4,2.9,7.9,22.9,2.3,0.92,10.1,361,0
28.2,66.9,0.3,13.2,26.0,9.6,1.51,5.0,379,1
27.4,67.7,15.8,19.3,22.7,6.8,0.83,11.6,546,0
22.6,72.2,20.1,23.5,17.9,2.0,1.13,11.9,581,0
22.5,80.2,2.5,5.6,12.8,3.1,1.09,12.3,278,0
44.6,78.5,37.5,42.2,39.1,30.8,2.95,5.0,743,3
29.1,44.2,3.0,12.2,14.6,4.4,0.9,10.6,305,0
30.5,80.8,11.9,27.8,25.6,16.7,1.87,6.7,716,2
27.1,81.7,14.9,19.8,19.1,5.5,0.92,11.9,242,0
29.2,63.7,0.2,11.0,24.3,18.3,1.3,11.8,574,1
36.1,82.6,28.1,28.1,31.7,12.7,1.52,9.0,601,1
23.0,75.6,4.9,7.0,12.7,3.8,1.05,10.7,331,0
37.2,102.1,20.6,36.4,37.9,24.6,3.07,4.1,508,3
25.6,42.7,5.4,8.4,19.3,4.6,0.92,10.3,418,0
41.7,97.8,2.5,7.6,47.9,27.3,2.16,2.5,688,3
45.5,90.8,19.6,56.9,29.1,17.4,2.76,9.4,684,3
30.3,86.8,16.4,30.2,38.2,22.4,2.39,5.7,479,2
31.1,70.9,35.2,44.7,26.9,5.8,1.45,7.2,455,1
21.6,45.0,15.0,17.5,15.1,0.4,1.1,10.3,487,0
21.8,57.2,12.7,17.4,25.6,3.7,1.25,16.9,450,0
30.7,65.8,5.5,14.2,25.8,11.0,1.32,5.6,380,1
31.7,78.8,22.2,33.1,31.5,10.8,1.6,6.2,494,1
23.5,56.5,24.8,31.9,17.5,6.2,1.01,11.0,329,0
34.2,81.3,54.5,65.0,28.2,11.6,2.19,6.4,709,2
34.7,85.0,4.1,14.2,29.5,13.2,1.41,5.1,608,1
25.1,49.3,0.5,6.3,16.7,3.7,0.89,11.7,239,0
33.3,64.4,52.1,66.2,26.1,8.1,1.41,6.3,584,1
19.6,65.5,33.8,39.8,30.4,11.9,1.47,6.1,629,1
27.4,58.0,2.9,7.0,25.8,2.3,1.0,10.4,562,0
24.6,78.7,15.8,24.2,23.2,9.2,0.93,13.7,384,0
22.9,89.4,13.5,34.2,30.5,34.0,3.09,2.6,833,3
41.9,96.6,47.7,73.1,54.2,7.8,2.9,2.6,682,3
30.1,80.4,65.3,77.1,36.8,16.4,1.71,4.9,597,2
26.3,90.4,14.7,26.7,35.1,4.8,1.94,3.6,543,2
36.4,115.7,112.5,121.6,33.0,17.2,2.83,3.5,560,3
26.2,63.6,23.7,29.5,16.7,5.4,1.08,10.7,412,0
31.0,85.8,10.1,24.8,29.4,8.5,1.89,12.1,507,1
36.3,58.4,4.7,13.2,24.0,8.8,1.46,6.7,629,1
28.4,42.8,0.6,6.7,24.8,9.1,1.05,10.3,599,0
44.9,66.4,75.4,94.8,50.5,33.4,1.95,4.2,659,3
24.8,44.9,2.7,12.5,12.7,3.2,0.96,12.2,405,0
25.0,45.1,12.9,17.6,18.6,6.0,0.95,11.4,605,0
38.5,87.4,15.6,22.3,37.3,13.7,1.62,7.5,412,2
44.1,101.9,2.1,40.8,31.4,29.7,2.66,6.3,761,3
28.0,64.0,5.0,10.8,15.5,3.4,0.88,12.4,470,0
34.0,62.5,20.5,30.6,29.1,9.5,1.8,6.4,346,1
24.9,38.5,14.3,19.5,22.6,5.5,0.88,10.5,369,0
44.1,72.8,45.0,59.2,33.9,13.0,2.21,6.9,707,2
19.9,76.5,16.2,23.2,19.9,8.0,0.88,10.1,330,0
25.0,61.8,4.4,11.0,26.4,3.4,1.05,11.5,397,0
35.8,64.1,13.8,27.3,30.5,20.6,1.79,4.7,626,2
32.4,73.0,2.9,13.8,23.4,7.2,1.76,6.9,315,1
52.8,83.3,42.7,72.1,42.5,33.9,2.46,2.5,561,3
31.8,85.8,51.5,73.1,20.7,16.8,1.63,6.9,683,1
22.7,73.6,8.2,13.6,21.8,5.2,1.14,12.2,472,0
28.1,42.5,0.3,5.1,16.1,5.7,0.99,11.6,326,0
26.8,70.4,4.3,9.3,20.0,5.4,1.16,10.5,591,0
21.4,46.6,13.6,21.9,13.1,7.2,1.22,10.3,253,0
35.2,68.3,4.7,16.8,21.6,13.0,1.3,9.6,478,1
28.2,52.3,3.4,11.8,17.2,7.7,0.84,13.0,243,0
30.4,93.5,8.5,29.2,36.6,16.3,1.64,6.0,766,2
36.9,98.2,23.7,42.8,32.2,19.1,2.15,6.5,493,2
21.9,70.5,2.8,9.8,15.3,4.4,0.83,11.0,326,0
35.6,87.7,16.8,22.6,24.8,4.0,1.21,11.3,605,1
30.6,58.5,17.0,31.9,27.1,9.3,1.54,5.4,405,1
24.8,76.1,0.8,9.4,15.0,1.9,0.86,10.8,458,0
19.7,73.8,1.4,6.7,20.1,4.3,1.1,14.2,532,0
32.0,60.1,34.2,50.5,34.5,8.0,1.49,7.8,605,1
30.6,107.4,35.4,53.4,31.2,23.4,1.73,5.6,631,2
31.9,57.1,4.4,12.0,27.0,7.7,1.23,6.1,395,1
25.8,54.7,10.2,15.8,14.2,5.0,1.03,10.2,535,0
35.0,99.0,28.8,37.8,50.0,16.0,2.66,2.5,586,3
25.5,74.9,42.2,46.7,19.0,3.0,0.94,11.9,421,0
30.4,58.9,0.2,4.5,19.6,5.5,1.06,10.7,355,0
28.2,56.0,12.8,21.0,23.4,10.6,1.65,5.3,277,1
29.7,64.0,2.5,4.3,16.8,6.5,0.98,10.3,445,0
27.1,46.8,26.3,34.7,16.5,6.6,0.92,10.6,428,0
27.4,57.4,2.5,17.0,35.5,10.3,1.63,6.1,365,1
